文件名,完整路径,所在目录,文件大小(B),文件大小(可读),修改时间
DLT 507-2014水轮发电机组启动实验规程.pdf,/data2/统计包含关键词的文件/final/DLT 507-2014水轮发电机组启动实验规程.pdf,/data2/统计包含关键词的文件/final,10045186,9.58 MB,2025-02-21 10:30:33
GB_T 25363-2010_汽油机电磁阀式喷油器总成试验方法.pdf,/data2/统计包含关键词的文件/final/GB_T 25363-2010_汽油机电磁阀式喷油器总成试验方法.pdf,/data2/统计包含关键词的文件/final,1636986,1.56 MB,2024-05-31 09:36:45
国家安全监管总局关于加强化工企业泄漏管理的指导意见.docx,/data2/统计包含关键词的文件/final/国家安全监管总局关于加强化工企业泄漏管理的指导意见.docx,/data2/统计包含关键词的文件/final,16260,15.88 KB,2025-11-17 09:15:30
GB 12710-2024 焦化安全规范.pdf,/data2/统计包含关键词的文件/final/GB 12710-2024 焦化安全规范.pdf,/data2/统计包含关键词的文件/final,798565,779.85 KB,2025-03-04 10:43:36
2-光伏发电建设工程质量监督检查大纲.pdf,/data2/统计包含关键词的文件/final/2-光伏发电建设工程质量监督检查大纲.pdf,/data2/统计包含关键词的文件/final,538214,525.60 KB,2025-09-03 11:49:37
HJ 2052-2016 钢铁工业烧结机烟气脱硫工程技术规范湿式石灰石石灰-石膏法（发布稿）.pdf,/data2/统计包含关键词的文件/final/HJ 2052-2016 钢铁工业烧结机烟气脱硫工程技术规范湿式石灰石石灰-石膏法（发布稿）.pdf,/data2/统计包含关键词的文件/final,716431,699.64 KB,2025-02-28 16:07:46
M0100011879-MySE4.0(1140V)MW风力发电机组电气维护维修手册_docx.pdf,/data2/统计包含关键词的文件/final/M0100011879-MySE4.0(1140V)MW风力发电机组电气维护维修手册_docx.pdf,/data2/统计包含关键词的文件/final,5654729,5.39 MB,2022-09-19 12:57:36
SYT 4205-2019 石油天然气建设工程施工质量验收规范 自动化仪表工程.pdf,/data2/统计包含关键词的文件/final/SYT 4205-2019 石油天然气建设工程施工质量验收规范 自动化仪表工程.pdf,/data2/统计包含关键词的文件/final,12187307,11.62 MB,2025-02-27 17:13:24
Y-IPNSP0155 阳江核电厂5、6号机组安全相关系统和设备定期试验监督大纲-12.docx,/data2/统计包含关键词的文件/final/Y-IPNSP0155 阳江核电厂5、6号机组安全相关系统和设备定期试验监督大纲-12.docx,/data2/统计包含关键词的文件/final,1522847,1.45 MB,2025-08-13 15:36:43
GB+14287.1-2014.pdf,/data2/统计包含关键词的文件/final/GB+14287.1-2014.pdf,/data2/统计包含关键词的文件/final,524130,511.85 KB,2025-02-11 19:03:51
GB 26920.3-2019_商用制冷器具能效限定值和能效等级第3部分：制冷自动售货机.pdf,/data2/统计包含关键词的文件/final/GB 26920.3-2019_商用制冷器具能效限定值和能效等级第3部分：制冷自动售货机.pdf,/data2/统计包含关键词的文件/final,1183329,1.13 MB,2024-05-30 09:07:16
HJ 520-2009 废水类别代码(试行)（发布稿）.pdf,/data2/统计包含关键词的文件/final/HJ 520-2009 废水类别代码(试行)（发布稿）.pdf,/data2/统计包含关键词的文件/final,227316,221.99 KB,2025-02-28 16:11:23
GB 15631-2008 特种火灾探测器.pdf,/data2/统计包含关键词的文件/final/GB 15631-2008 特种火灾探测器.pdf,/data2/统计包含关键词的文件/final,3350706,3.20 MB,2025-03-04 10:44:55
SL 615-2013水轮机电液调节系统及装置基本技术条件(OCR).pdf,/data2/统计包含关键词的文件/final/SL 615-2013水轮机电液调节系统及装置基本技术条件(OCR).pdf,/data2/统计包含关键词的文件/final,3057188,2.92 MB,2025-02-21 11:34:27
40B212-1997石油化工装置管桥配管设计.pdf,/data2/统计包含关键词的文件/final/40B212-1997石油化工装置管桥配管设计.pdf,/data2/统计包含关键词的文件/final,573073,559.64 KB,2024-03-28 16:15:37
初步设计内容及深度规定（龙源工[2021]78-79号）光伏发电工程初步设计内容及深度规定-第一卷场区部分.pdf,/data2/统计包含关键词的文件/final/初步设计内容及深度规定（龙源工[2021]78-79号）光伏发电工程初步设计内容及深度规定-第一卷场区部分.pdf,/data2/统计包含关键词的文件/final,537948,525.34 KB,2025-08-19 15:04:42
GYY-EC-2024-#4G-上-11+4号发电机保护装置检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2024-#4G-上-11+4号发电机保护装置检修报告.pdf,/data2/统计包含关键词的文件/final,427705,417.68 KB,2024-05-22 14:43:54
001.2022年真题解析.pdf,/data2/统计包含关键词的文件/final/001.2022年真题解析.pdf,/data2/统计包含关键词的文件/final,576363,562.85 KB,2025-03-17 14:59:09
商务部等17部门关于服务构建新发展格局 推动边（跨）境经济合作区高质量发展若干措施的通知（商资发〔2023〕18号）.pdf,/data2/统计包含关键词的文件/final/商务部等17部门关于服务构建新发展格局 推动边（跨）境经济合作区高质量发展若干措施的通知（商资发〔2023〕18号）.pdf,/data2/统计包含关键词的文件/final,229613,224.23 KB,2025-09-03 12:20:57
联合动力UP1500风电机组调试手册.pdf,/data2/统计包含关键词的文件/final/联合动力UP1500风电机组调试手册.pdf,/data2/统计包含关键词的文件/final,1618411,1.54 MB,2025-08-19 15:10:48
压水堆核电厂失去控制电源试验技术导则.pdf,/data2/统计包含关键词的文件/final/压水堆核电厂失去控制电源试验技术导则.pdf,/data2/统计包含关键词的文件/final,944010,921.88 KB,2025-02-17 18:26:05
中国安全生产大数据平台-知识库678.pdf,/data2/统计包含关键词的文件/final/中国安全生产大数据平台-知识库678.pdf,/data2/统计包含关键词的文件/final,3979812,3.80 MB,2025-03-10 14:18:00
3号机励磁系统控制部分检修报告.pdf,/data2/统计包含关键词的文件/final/3号机励磁系统控制部分检修报告.pdf,/data2/统计包含关键词的文件/final,1634368,1.56 MB,2024-02-29 14:39:14
500kV GIS 5号主变高压侧分支设备试验报告 (修复的).docx,/data2/统计包含关键词的文件/final/500kV GIS 5号主变高压侧分支设备试验报告 (修复的).docx,/data2/统计包含关键词的文件/final,88067,86.00 KB,2022-11-15 16:08:10
GB+39800.3-2020 (1).pdf,/data2/统计包含关键词的文件/final/GB+39800.3-2020 (1).pdf,/data2/统计包含关键词的文件/final,2087592,1.99 MB,2025-02-11 19:22:06
4号机组进水口闸门启闭机控制系统检修报告.docx,/data2/统计包含关键词的文件/final/4号机组进水口闸门启闭机控制系统检修报告.docx,/data2/统计包含关键词的文件/final,66323,64.77 KB,2024-06-11 15:31:36
GYY-EC-2021-#1G-下-03 1号机调速器电气控制系统检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2021-#1G-下-03 1号机调速器电气控制系统检修报告.pdf,/data2/统计包含关键词的文件/final,212203,207.23 KB,2021-12-25 14:49:08
第7章 运行操作.pdf,/data2/统计包含关键词的文件/final/第7章 运行操作.pdf,/data2/统计包含关键词的文件/final,491768,480.24 KB,2015-01-22 10:37:24
01-1国家能源集团火电企业技术监督检查评分标准.pdf,/data2/统计包含关键词的文件/final/01-1国家能源集团火电企业技术监督检查评分标准.pdf,/data2/统计包含关键词的文件/final,1398057,1.33 MB,2025-04-10 17:51:10
GB+18218-2018.pdf,/data2/统计包含关键词的文件/final/GB+18218-2018.pdf,/data2/统计包含关键词的文件/final,735396,718.16 KB,2025-02-11 19:14:14
QCDT-GYYHPC 1020-2024 调速系统运行规程.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1020-2024 调速系统运行规程.pdf,/data2/统计包含关键词的文件/final,854060,834.04 KB,2024-04-23 10:36:24
GB+30439.1-2013.pdf,/data2/统计包含关键词的文件/final/GB+30439.1-2013.pdf,/data2/统计包含关键词的文件/final,544423,531.66 KB,2025-02-11 19:01:53
机电一体化DLDS-500AR招标要求 2019.03.04审阅.docx,/data2/统计包含关键词的文件/final/机电一体化DLDS-500AR招标要求 2019.03.04审阅.docx,/data2/统计包含关键词的文件/final,41910,40.93 KB,2024-03-28 18:04:19
GYY-EC-2021-#5G-下-09 5号主变冷却系统控制回路检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2021-#5G-下-09 5号主变冷却系统控制回路检修报告.pdf,/data2/统计包含关键词的文件/final,403405,393.95 KB,2022-04-13 09:46:36
特种作业安全技术实际操作考试标准及考试点设备配备标准.docx,/data2/统计包含关键词的文件/final/特种作业安全技术实际操作考试标准及考试点设备配备标准.docx,/data2/统计包含关键词的文件/final,13385,13.07 KB,2025-11-17 09:15:50
DLT 1972-2019 水电厂培训仿真系统基本技术条件(OCR).pdf,/data2/统计包含关键词的文件/final/DLT 1972-2019 水电厂培训仿真系统基本技术条件(OCR).pdf,/data2/统计包含关键词的文件/final,2192939,2.09 MB,2025-02-21 10:43:39
2023注安《法规》章节题.pdf,/data2/统计包含关键词的文件/final/2023注安《法规》章节题.pdf,/data2/统计包含关键词的文件/final,1904907,1.82 MB,2025-03-17 13:47:24
DLT 1199-2013 电测技术监督规程.pdf.pdf,/data2/统计包含关键词的文件/final/DLT 1199-2013 电测技术监督规程.pdf.pdf,/data2/统计包含关键词的文件/final,360562,352.11 KB,2025-11-17 10:15:31
中国安全生产大数据平台-知识库185.pdf,/data2/统计包含关键词的文件/final/中国安全生产大数据平台-知识库185.pdf,/data2/统计包含关键词的文件/final,2404441,2.29 MB,2025-03-10 14:11:00
DLGK-YL101压力控制实训系统技术文件20161220.docx,/data2/统计包含关键词的文件/final/DLGK-YL101压力控制实训系统技术文件20161220.docx,/data2/统计包含关键词的文件/final,654084,638.75 KB,2024-03-28 16:50:32
QCDT-GYYHPC 1091-2022.ZY01 尾水门机电气检修作业指导书.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1091-2022.ZY01 尾水门机电气检修作业指导书.pdf,/data2/统计包含关键词的文件/final,870777,850.37 KB,2022-11-15 19:56:28
《“十四五”现代能源体系规划》（发改能源〔2022〕210号）.pdf,/data2/统计包含关键词的文件/final/《“十四五”现代能源体系规划》（发改能源〔2022〕210号）.pdf,/data2/统计包含关键词的文件/final,781243,762.93 KB,2025-09-03 12:20:02
核电厂除盐水站调试技术导则.pdf,/data2/统计包含关键词的文件/final/核电厂除盐水站调试技术导则.pdf,/data2/统计包含关键词的文件/final,540533,527.86 KB,2025-02-17 19:10:11
DLT 2431-2021 抽水蓄能电站过渡过程试验技术导则(OCR).pdf,/data2/统计包含关键词的文件/final/DLT 2431-2021 抽水蓄能电站过渡过程试验技术导则(OCR).pdf,/data2/统计包含关键词的文件/final,44509284,42.45 MB,2025-02-21 10:45:51
GYY-EC-2023-#2G-下-08+2号机组进水口闸门启闭机控制系统检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2023-#2G-下-08+2号机组进水口闸门启闭机控制系统检修报告.pdf,/data2/统计包含关键词的文件/final,239501,233.89 KB,2023-06-17 00:00:00
TCCSAS 017-2022 有机硅单体安全生产规范.pdf,/data2/统计包含关键词的文件/final/TCCSAS 017-2022 有机硅单体安全生产规范.pdf,/data2/统计包含关键词的文件/final,1319760,1.26 MB,2025-03-03 10:50:10
11.第七章【观看版】.pdf,/data2/统计包含关键词的文件/final/11.第七章【观看版】.pdf,/data2/统计包含关键词的文件/final,4914115,4.69 MB,2025-03-17 14:57:30
远景能源EN1500-安全手册.pdf,/data2/统计包含关键词的文件/final/远景能源EN1500-安全手册.pdf,/data2/统计包含关键词的文件/final,3181018,3.03 MB,2025-08-19 15:06:20
2号机调速器油压检修报告.docx,/data2/统计包含关键词的文件/final/2号机调速器油压检修报告.docx,/data2/统计包含关键词的文件/final,31933,31.18 KB,2024-04-24 16:45:22
GB+25204-2010.pdf,/data2/统计包含关键词的文件/final/GB+25204-2010.pdf,/data2/统计包含关键词的文件/final,426533,416.54 KB,2025-02-11 18:45:21
压水堆核电厂用不锈钢  第17部分：堆内构件压紧弹性环用马氏体不锈钢锻件.pdf,/data2/统计包含关键词的文件/final/压水堆核电厂用不锈钢  第17部分：堆内构件压紧弹性环用马氏体不锈钢锻件.pdf,/data2/统计包含关键词的文件/final,1888642,1.80 MB,2025-02-17 18:34:16
QX189203BLE15-22用户手册001（制动空压机）.pdf,/data2/统计包含关键词的文件/final/QX189203BLE15-22用户手册001（制动空压机）.pdf,/data2/统计包含关键词的文件/final,1678666,1.60 MB,2014-02-19 15:21:58
GB_T 41090-2021_能动安全系统压水堆核电厂总设计要求.pdf,/data2/统计包含关键词的文件/final/GB_T 41090-2021_能动安全系统压水堆核电厂总设计要求.pdf,/data2/统计包含关键词的文件/final,7596862,7.24 MB,2024-05-28 14:21:25
GBT 43257.4-2024 放射性物品运输容器安全试验方法 第4部分：跌落试验.pdf,/data2/统计包含关键词的文件/final/GBT 43257.4-2024 放射性物品运输容器安全试验方法 第4部分：跌落试验.pdf,/data2/统计包含关键词的文件/final,1306051,1.25 MB,2025-03-04 12:23:07
Y-LDNSP0410 阳江核电厂1、2号机组技术要求解释-10.doc,/data2/统计包含关键词的文件/final/Y-LDNSP0410 阳江核电厂1、2号机组技术要求解释-10.doc,/data2/统计包含关键词的文件/final,1132894,1.08 MB,2025-08-13 15:36:37
QCDT-GYYHPC 1013-2022 直流系统运行规程.docx,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1013-2022 直流系统运行规程.docx,/data2/统计包含关键词的文件/final,84145,82.17 KB,2024-12-16 18:23:52
斯伦贝谢油田新技术-2.pdf,/data2/统计包含关键词的文件/final/斯伦贝谢油田新技术-2.pdf,/data2/统计包含关键词的文件/final,9466210,9.03 MB,2024-03-28 20:06:41
歌美飒2.0MW– 液压系统- 描述.pdf,/data2/统计包含关键词的文件/final/歌美飒2.0MW– 液压系统- 描述.pdf,/data2/统计包含关键词的文件/final,4612835,4.40 MB,2025-08-19 15:06:04
1号机计算机监控系统机组LCU检修作业指导书（含检修报告、质量验收卡）.pdf,/data2/统计包含关键词的文件/final/1号机计算机监控系统机组LCU检修作业指导书（含检修报告、质量验收卡）.pdf,/data2/统计包含关键词的文件/final,4532723,4.32 MB,2023-12-24 11:35:44
HJT 430-2008 清洁生产标准 电石行业（发布稿）.pdf,/data2/统计包含关键词的文件/final/HJT 430-2008 清洁生产标准 电石行业（发布稿）.pdf,/data2/统计包含关键词的文件/final,222794,217.57 KB,2025-02-28 16:07:10
通风空调软水处理设备检修作业指导书.docx,/data2/统计包含关键词的文件/final/通风空调软水处理设备检修作业指导书.docx,/data2/统计包含关键词的文件/final,53700,52.44 KB,2025-01-02 09:41:12
Removed_YL-注安法规-思维导图..pdf,/data2/统计包含关键词的文件/final/Removed_YL-注安法规-思维导图..pdf,/data2/统计包含关键词的文件/final,788402,769.92 KB,2025-03-17 13:40:22
QCDT-GYYHPC 1022-2024 排水系统运行规程.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1022-2024 排水系统运行规程.pdf,/data2/统计包含关键词的文件/final,585330,571.61 KB,2024-04-23 10:40:34
GB 23394-2024 呼吸防护 正压式自给闭路压缩氧气呼吸器.pdf,/data2/统计包含关键词的文件/final/GB 23394-2024 呼吸防护 正压式自给闭路压缩氧气呼吸器.pdf,/data2/统计包含关键词的文件/final,1017762,993.91 KB,2025-03-04 10:48:35
